"""About the data: Exported on Oct 13, 2022. Criteria: 'adaptive blockchain' in title and abstract; Publication Year is 2018 or 2019 or 2020 or 2021 or 2022. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Cancer Types,CSO Categories,Units of Assessment,Sustainable Development Goals
5023,pub.1132687860,10.3390/s20226503,33202552,PMC7697744,IoT Adaptive Dynamic Blockchain Networking Method Based on Discrete Heartbeat Signals,"The combination of blockchain technology and Internet of Things (IoT) technology has brought many significant advantages and new development directions. With the development of embedded technology and 5G communication technology, the performance limitations and network limitations that are traditionally believed to restrict the application of blockchain technology to IoT devices have been broken. The development of ""blockchain + 5G + IoT"" provides reliable data from the source for the blockchain, linking the credible mapping of physical assets and digital assets. However, at the beginning of the blockchain design, the application of the IoT was not fully considered, so there have been some obvious defects in applying the blockchain technology in the IoT. In the Byzantine fault tolerance (BFT) consensus algorithm of traditional blockchain, the entire blockchain network will become paralyzed when more than 1/3 of the nodes in the network are offline. However, in IoT applications, this situation is likely to occur and greatly limits the security and stability of the application of blockchain technology in the IoT. In order to solve this problem, we proposed an IoT adaptive dynamic blockchain networking method based on discrete heartbeat signals. The feature of the method is to set a different monitoring time for each group of nodes, that is, discrete heartbeat signals monitoring. When the number of nodes gradually decreases, the IoT adaptive dynamic blockchain network can dynamically adapt to this process. Even when more than 1/3 of the IoT are offline, the adaptive dynamic IoT blockchain network can maintain stable running. This method also has the advantages of a short network expectation recovery time and avoids instantaneous system paralysis caused by the thundering herd effect. This research improves the security and stability of the application of blockchain technology in the IoT, and provides the necessary technical foundation for the better combination of blockchain technology and IoT technology.",,Sensors,,MDPI,,2020-11-14,2020,2020-11-14,,20,22,6503,All OA; Gold,Article,"Hu, Xueyang; Zheng, Yili; Su, Yu; Guo, Rui","Hu, Xueyang (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Zheng, Yili (School of Technology, Beijing Forestry University, Beijing 100083, China;, huxueyang@bjfu.edu.cn); Su, Yu (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.)); Guo, Rui (Chaintofuture Technology Limited, Beijing 100081, China;, suyu@ultrain.io, (Y.S.);, rayguo@ultrain.io, (R.G.))","Zheng, Yili (Beijing Forestry University)","Hu, Xueyang (Beijing Forestry University); Zheng, Yili (Beijing Forestry University); Su, Yu (); Guo, Rui ()",Beijing Forestry University,grid.66741.32,Beijing,,China,National Natural Science Foundation of China,,China,grant.8196263,31670719,2,2,0.63,0.99,3,https://www.mdpi.com/1424-8220/20/22/6503/pdf,https://app.dimensions.ai/details/publication/pub.1132687860,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics; B12 Engineering,
786,pub.1136052667,10.1109/gcwkshps50303.2020.9367474,,,Deep Reinforcement Learning for Blockchain-Enabled Mobile Edge Computing Systems,"With the rapid development of mobile edge computing (MEC), users’ data can be shared anywhere at any time. However, data privacy in MEC systems cannot be ensured, which impedes the growth of MEC. Blockchain is proposed as a promising technology, which is suitable for guaranteeing the security and traceability of data sharing. Nonetheless, existing blockchain schemes do not apply to MEC systems due to the dynamic characteristics of wireless channels and traffic loads. In this paper, we propose a secure data sharing framework for the blockchain-enabled MEC system. To meet the privacy requirements of different users, we present an adaptive privacy-preserving mechanism according to the available resources of the system and the level of users’ privacy. A secure data sharing scheme is introduced to maximize the performance of the system in terms of the decreased energy consumption of the MEC system and the increased throughput of the blockchain system by employing deep reinforcement learning. Numerical results demonstrate the advantages of the proposed secure data sharing scheme in MEC systems.","This work was supported in part by the Natural Science Foundation of China under Grant 61901367, in part by the Natural Science Foundation of Shaanxi Province under Grant 2020JQ-844.",,2020 IEEE Globecom Workshops (GC Wkshps,Institute of Electrical and Electronics Engineers (IEEE),,2020-12-11,2020,,2020-12-11,00,,1-6,Closed,Proceeding,"Li, Jie; Feng, Jie; Pei, Qingqi; Du, Jianbo","Li, Jie (State Key Laboratory of ISN, School of Telecomm. Engineering, Xidian University, Xi’an, Shaanxi, China); Feng, Jie (State Key Laboratory of ISN, School of Telecomm. Engineering, Xidian University, Xi’an, Shaanxi, China); Pei, Qingqi (State Key Laboratory of ISN, School of Telecomm. Engineering, Xidian University, Xi’an, Shaanxi, China); Du, Jianbo (Key Laboratory of Information Communication Network and Security, School of Communications and Information Engineering, Xian University of Posts and Telecommunications, Xian, China)","Li, Jie (Xidian University)","Li, Jie (Xidian University); Feng, Jie (Xidian University); Pei, Qingqi (Xidian University); Du, Jianbo (Xi’an University of Posts and Telecommunications)",Xidian University; Xi’an University of Posts and Telecommunications,grid.440736.2; grid.464492.9,Xi'an; Xi'an,; ,China; China,National Natural Science Foundation of China,,China,grant.8945683,61901367,0,0,,0,,,https://app.dimensions.ai/details/publication/pub.1136052667,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
774,pub.1104911031,10.1007/978-3-319-94289-6_10,,,A Decentralized Sharding Service Network Framework with Scalability,"Blockchain is a decentralized distributed service network framework which ensures the consistency among service nodes in byzantine faulty network. However, the very restricted performance and enormous energy consumption makes blockchain faltering. In this paper, we proposed a sharding blockchain framework with linear scalability. Unlike other frameworks with sharding, our model needs no centralized organization to assemble messages from subcommittees. We also redesigned the block-generating algorithm to accelerate generating block. Our framework can reach nearly linear scalability with scale of service network while tolerating no more than 1/4 adaptive byzantine adversaries. Furthermore, we designed simulation experiments with up to 1000 virtual nodes to proof our theoretical scaling properties. In our experiments, our model performs better than Bitcoin-NG when the size of network more than around 400 nodes. But delay in Bitcoin-NG grows far more than ours. Also, our framework wins out over ELASTICO while our simulation platform contains less than 1000 nodes.",This work was supported in part by the National Natural Science Foundation of China under Grants NSFC 6167050817 and 61672358.,Lecture Notes in Computer Science,Web Services – ICWS 2018,Springer Nature,,2018-06-19,2018,2018-06-19,2018,10966,,151-165,Closed,Chapter,"Cai, Shubin; Yang, Ningsheng; Ming, Zhong","Cai, Shubin (Nation Engineering Laboratory for Big Data System Computing Technology, CCSE, Shenzhen University, 518060, Shenzhen City, Guangdong Province, China); Yang, Ningsheng (Nation Engineering Laboratory for Big Data System Computing Technology, CCSE, Shenzhen University, 518060, Shenzhen City, Guangdong Province, China); Ming, Zhong (Nation Engineering Laboratory for Big Data System Computing Technology, CCSE, Shenzhen University, 518060, Shenzhen City, Guangdong Province, China)","Ming, Zhong (Shenzhen University)","Cai, Shubin (Shenzhen University); Yang, Ningsheng (Shenzhen University); Ming, Zhong (Shenzhen University)",Shenzhen University,grid.263488.3,Shenzhen,,China,National Natural Science Foundation of China,,China,grant.8306449,61672358,4,0,,1.18,,,https://app.dimensions.ai/details/publication/pub.1104911031,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
772,pub.1120142814,10.1109/seams.2019.00025,,,Blockchain Networks as Adaptive Systems,"Blockchain networks have enjoyed remarkable attention the past few years in both the research community and the society at large. Such networks carry the promise of highly decentralized validation and witnessing of important social and economic events, reducing the need to rely on centralized authorities. Public proof-of-work based networks specifically, despite their limitations and challenges, continue to be popular due to their simplicity and intuitiveness. However, for such networks to perpetually meet viability, efficiency, security and environmental sustainability objectives, they need to adapt to environmental changes via continuous reconfiguration of their operating parameters. In this paper, we attempt to formulate this blockchain network adaptability problem as one of control engineering. We sketch the basic characteristics of blockchain networks as systems and identify variables available for designing a controller that allows such networks to attain macroscopic operating objectives. By means of describing and simulating a simple idealized proportional controller, we demonstrate the benefits and some of the challenges in designing such controllers.",,,2019 IEEE/ACM 14th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),Institute of Electrical and Electronics Engineers (IEEE),,2019-05-25,2019,,2019-05-25,00,,139-145,Closed,Proceeding,"Liaskos, Sotirios; Wang, Bo; Alimohammadi, Nahid","Liaskos, Sotirios (School of Information Technology, York University, Toronto, Canada); Wang, Bo (Department of Computer Science, York University, Toronto, Canada); Alimohammadi, Nahid (Department of Computer Science, York University, Toronto, Canada)","Liaskos, Sotirios (York University)","Liaskos, Sotirios (York University); Wang, Bo (York University); Alimohammadi, Nahid (York University)",York University,grid.21100.32,Toronto,Ontario,Canada,,,,,,4,3,,1.46,6,,https://app.dimensions.ai/details/publication/pub.1120142814,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
765,pub.1147390237,10.1109/tii.2022.3169457,,,Intelligent Blockchain-Enabled Adaptive Collaborative Resource Scheduling in Large-Scale Industrial Internet of Things,"With the explosive growth of devices and tasks deployed in the industrial Internet of Things (IIoT), the lack of interconnection and collaboration between devices leads to poor timeliness and security in IIoT resource scheduling. This article focuses on the issue of adaptive scheduling of resources in large-scale IIoT. First, a collaborative terminal-edge IIoT architecture is designed, which introduces blockchain and AI technology to support dynamic resource scheduling in untrustworthy environments. Then, a smart contract-based multidimensional resource transaction model is developed to improve the efficiency and security of resource scheduling by establishing a credit-based consensus mechanism. Distributed transaction learning resource scheduling algorithm is further proposed to implement resource-adaptive scheduling between devices in IIoT. Extensive simulation experiments are conducted to evaluate the proposed method with respect to several performance aspects covering the scheduling decision delay, transaction generation ratio, and security. The obtained results demonstrate that the comprehensive scheduling performance of the proposed method outperforms other existing algorithms.",,IEEE Transactions on Industrial Informatics,,Institute of Electrical and Electronics Engineers (IEEE),,2022-04-26,2022,2022-04-26,,18,12,9196-9205,Closed,Article,"Lin, Kai; Gao, Jian; Han, Guangjie; Wang, Haohua; Li, Chao","Lin, Kai (School of Computer Science and Technology, Dalian University of Technology, Dalian, 116024, China); Gao, Jian (School of Computer Science and Technology, Dalian University of Technology, Dalian, 116024, China); Han, Guangjie (Department of Information and Communication System, Hohai University, Changzhou, 213022, China); Wang, Haohua (School of Computer Science and Technology, Dalian University of Technology, Dalian, 116024, China); Li, Chao (Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100000, China)","Han, Guangjie (Hohai University)","Lin, Kai (Dalian University of Technology); Gao, Jian (Dalian University of Technology); Han, Guangjie (Hohai University); Wang, Haohua (Dalian University of Technology); Li, Chao (Institute of Computing Technology)",Institute of Computing Technology; Hohai University; Dalian University of Technology,grid.424936.e; grid.257065.3; grid.30055.33,Beijing; Nanjing; Dalian,; ; ,China; China; China,Ministry of Science and Technology of the People's Republic of China,,China,,,1,1,,,,,https://app.dimensions.ai/details/publication/pub.1147390237,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,"9 Industry, Innovation and Infrastructure"
764,pub.1114227874,10.1109/ceet1.2019.8711819,,,Implications of Blockchain in Industry 4.O,"Rapid advancements in Information Technology and industrialization methods have expedited the advent of 4th Industrial revolution also known as integrated industry industrial internet or smart manufacturing. The notion of Industry 4.0 promises unprecedented progress in next generation of manufacturing technology by fundamentally changing the ways of production and value creation with the help of digital transformation in product/service offerings and hori-zontaVvertical value chains. Industry4.0 is underpinned by a spectrum of emerging technologies such as internet of things, cloud computing, machine learning, adaptive robotics, cyber physical systems, artificial intelligence, Industrial Integration, and Service Oriented Computing. Distributed ledger technology also known as blockchain can not only affect Industry4.0 but also has its direct implications in the above mentiond set of technologies. Lack of powerful tools for visibility, accountability and auditing is a major obstacle in complex processes and supply chains of Industry 4.0. In particular, issues of cloning of products, counterfeiting, trickier maintenance and IP theft are crucial teething issues for realizing Industry 4.0, which poses unique challenges. This paper is an effort to break the ground for demonstrating and presenting the use of Blockchain technology in 4th industrial era.In this paper we explore some concepts of industry 4.0 using blockchain technology and see how blockchain enablement is beneficial for industry 4.0. we explore different areas where we can use blockchain technlogy to foster the development in Industry4.0.",,,2019 International Conference on Engineering and Emerging Technologies (ICEET),Institute of Electrical and Electronics Engineers (IEEE),,2019-02-21,2019,,2019-02-21,00,,1-5,Closed,Proceeding,"Mushtaq, Anum; Haq, Irfan Ul","Mushtaq, Anum (Pakistan Inst. of Engineering and Applied Sciences (PIEAS)); Haq, Irfan Ul (Pakistan Inst. of Engineering and Applied Sciences (PIEAS))",,"Mushtaq, Anum (); Haq, Irfan Ul ()",,,,,,,,,,,17,9,,6.1,,,https://app.dimensions.ai/details/publication/pub.1114227874,40 Engineering; 4014 Manufacturing Engineering; 46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,"9 Industry, Innovation and Infrastructure"
763,pub.1110427625,10.1109/ssic.2018.8556668,,,An adaptive authentication and authorization scheme for IoT’s gateways: a blockchain based approach,"Security of the Internet of Things represents a field that strongly attracts academia and industry since it represents one of the main obstacles in its adoption. In this area, authentication and authorization methods holds a golden place in priority rank. Indeed, current approaches suffers from numerous limits. Moreover, generally, deployment systems use separately two methods one dedicated to the authentication and the other to the authorization, while the number of methods that combine both requirements is limited. In this work we propose an adaptive blockchain based authentication and authorization approach for IoT use cases. We provided a real implementation of our approach using Java language. The extensive evaluation provided, shows clearly the ability of our scheme in meeting the different requirements, as well as its ability in ensuring a very lightweight cost.",,,"2018 Third International Conference on Security of Smart Cities, Industrial Control System and Communications (SSIC)",Institute of Electrical and Electronics Engineers (IEEE),,2018-10-19,2018,,2018-10-19,00,,1-7,Closed,Proceeding,"Fayad, Achraf; Hammi, Badis; Khatoun, Rida","Fayad, Achraf (Telecom Paristech, France); Hammi, Badis (Telecom Paristech, France); Khatoun, Rida (Telecom Paristech, France)","Fayad, Achraf (Télécom ParisTech)","Fayad, Achraf (Télécom ParisTech); Hammi, Badis (Télécom ParisTech); Khatoun, Rida (Télécom ParisTech)",Télécom ParisTech,grid.463717.0,Paris,,France,,,,,,13,8,,4.08,,,https://app.dimensions.ai/details/publication/pub.1110427625,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
755,pub.1149733253,10.1109/mnet.105.2100620,,,FedTwin: Blockchain-Enabled Adaptive Asynchronous Federated Learning for Digital Twin Networks,"The fast proliferation of digital twin (DT) establishes a direct connection between the physical entity and its deployed digital representation. As markets shift toward mass customization and new service delivery models, the digital representation has become more adaptive and agile by forming digital twin networks (DTN). DTN institutes a real-time single source of truth everywhere. However, there are several issues preventing DTN from further application, which are centralized processing, data falsification, privacy leakage, lack of incentive mechanism, etc. To make DTN better meet the ever-changing demands, we propose a novel blockchain-enabled adaptive asynchronous federated learning (FedTwin) paradigm for privacy-preserving and decentralized DTN. We design Proof-of-Federalism (PoF), which is a tailor-made consensus algorithm for autonomous DTN. In each DT's local training phase, generative adversarial network enhanced differential privacy is used to protect the privacy of local model parameters while a modified Isolation Forest is deployed to filter out the falsified DTs. In the global aggregation phase, an improved Markov decision process is leveraged to select optimal DTs to achieve adaptive asynchronous aggregation while providing a roll-back mechanism to redact the falsified global models. With this paper, we aim to provide insights to the forthcoming researchers and readers in this under-explored domain.",,IEEE Network,,Institute of Electrical and Electronics Engineers (IEEE),,2022-07-25,2022,2022-07-25,,PP,99,1-8,Closed,Article,"Qu, Youyang; Gao, Longxiang; Xiang, Yong; Shen, Shigen; Yu, Shui","Qu, Youyang (); Gao, Longxiang (); Xiang, Yong (); Shen, Shigen (); Yu, Shui ()",,"Qu, Youyang (); Gao, Longxiang (); Xiang, Yong (); Shen, Shigen (); Yu, Shui ()",,,,,,,,,,,1,1,,,,,https://app.dimensions.ai/details/publication/pub.1149733253,46 Information and Computing Sciences; 4611 Machine Learning,,,,,,B11 Computer Science and Informatics,
750,pub.1123999712,10.4018/978-1-7998-1879-3.ch008,,,The Phenomenon of Blockchain Technology and the Future of Self-Stabilising and Self-Adaptive Systems of Systems,"Thinking in terms of blockchain technology has developed rapidly over the past decade, with the focus primarily being on all the new possibilities created by this essentially technology-driven development. At its core, blockchain technology consists of a combination of reliable communication mechanisms between systems and the performance of joint decision-making processes by these systems. Consensus algorithms enable combinations of hardware, algorithms, and software (i.e., cyber-physical systems) to operate in networks and engage in secure intercommunication and interaction in these networks. Thanks to intercommunication, cyber-physical systems are able to reach consensus on decisions on information transactions to perform. This, in turn, empowers interconnected systems to increase their level of autonomy and adapt their individual and joint operations to changes that emerge from within them or from their environment.",,Advances in E-Business Research,Interdisciplinary Approaches to Digital Transformation and Innovation,IGI Global,,2020,2020,,,,,185-201,Closed,Chapter,"van Lier, Ben","van Lier, Ben (Centric, The Netherlands)",,"van Lier, Ben ()",,,,,,,,,,,0,0,,0,,,https://app.dimensions.ai/details/publication/pub.1123999712,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,,,,,,B11 Computer Science and Informatics,"9 Industry, Innovation and Infrastructure"
750,pub.1139044428,10.1109/access.2021.3091327,,,Data Trust Framework Using Blockchain Technology and Adaptive Transaction Validation,"Trust is the main barrier preventing widespread data sharing. The lack of transparent infrastructures for implementing data trust prevents many data owners from sharing their data and concerns data users regarding the quality of the shared data. Data trust is a paradigm that facilitates data sharing by forcing data users to be transparent about the process of sharing and reusing data. Blockchain technology proposes a distributed and transparent administration by employing multiple parties to maintain consensus on an immutable ledger. This paper presents an end-to-end framework for data trust to enhance trustworthy data sharing utilizing blockchain technology. The framework promotes data quality by assessing input data sets, effectively manages access control, and presents data provenance and activity monitoring. We introduce an assessment model that includes reputation, endorsement, and confidence factors to evaluate data quality. We also suggest an adaptive solution to determine the number of transaction validators based on the computed trust value. The proposed data trust framework addresses both data owners’ and data users’ concerns by ensuring the trustworthiness and quality of the data at origin and ethical and secure usage of the data at the end. A comprehensive experimental study indicates the presented system effectively handles a large number of transactions with low latency.",,IEEE Access,,Institute of Electrical and Electronics Engineers (IEEE),,2021-01-01,2021,2021-06-21,2021-01-01,9,,90379-90391,All OA; Gold,Article,"Rouhani, Sara; Deters, Ralph","Rouhani, Sara (Department of Computer Science, University of Saskatchewan, Saskatoon, SK, S7N 5C9, Canada); Deters, Ralph (Department of Computer Science, University of Saskatchewan, Saskatoon, SK, S7N 5C9, Canada)","Rouhani, Sara (University of Saskatchewan)","Rouhani, Sara (University of Saskatchewan); Deters, Ralph (University of Saskatchewan)",University of Saskatchewan,grid.25152.31,Saskatoon,Saskatchewan,Canada,,,,,,5,5,,,1,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09461755.pdf,https://app.dimensions.ai/details/publication/pub.1139044428,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
748,pub.1147086037,10.1109/rita.2022.3166857,,,Adaptive Blockchain Technology for a Cybersecurity Framework in IIoT,"This article presents the problem regarding the assurance of the information that circulates in the devices that are connected to the internet, due to the multiple threats to which they are exposed, running the risk of losing or leaking information; However, with the passage of time, new technologies are emerging that encourage organizations to maintain continuous improvement of their applications and tools, but at the same time the emergence of new technologies brings with it cybersecurity risks that organizations must face when carrying out an integration with them. Therefore, through the action research methodology, two phases were defined, one of them reviewing Blockchain technologies and the second comparing Blockchain technologies to finally determine the most adaptable technology to a cybersecurity Framework focused on IIoT, capable of managing the integrity of the information and achieving a consensus among all the nodes belonging to a certain network.","The authors thank the University of Cauca, especially the GTI Research Group and the I + D Research Group in computer science, Faculty of Engineering, Colegio Mayor del Cauca University Institution, for the support provided for the development of the project.",IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,,Institute of Electrical and Electronics Engineers (IEEE),,2022-04-12,2022,2022-04-12,2022-05-01,17,2,178-184,Closed,Article,"Lucio, Yeison Isaac LLanten; Villalba, Katerine Márceles; Donado, Siler Amador","Lucio, Yeison Isaac LLanten (Facultad de Ingeniería, Institución Universitaria Colegio Mayor del Cauca, Popayán-Cauca, 190003, Colombia); Villalba, Katerine Márceles (Facultad de Ingeniería, Institución Universitaria Colegio Mayor del Cauca, Popayán-Cauca, 190003, Colombia); Donado, Siler Amador (Facultad de Ingeniería Electrónica y Telecomunicaciones, Universidad del Cauca, Popayán-Cauca, 190003, Colombia)","Villalba, Katerine Márceles (Institución Universitaria Colegio Mayor del Cauca)","Lucio, Yeison Isaac LLanten (Institución Universitaria Colegio Mayor del Cauca); Villalba, Katerine Márceles (Institución Universitaria Colegio Mayor del Cauca); Donado, Siler Amador (University of Cauca)",University of Cauca; Institución Universitaria Colegio Mayor del Cauca,grid.412186.8; grid.441974.b,Popayán; Popayán,; ,Colombia; Colombia,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1147086037,46 Information and Computing Sciences; 4609 Information Systems,,,,,,B11 Computer Science and Informatics,
738,pub.1144820838,10.1007/s11276-022-02886-1,,,An adaptive anti-jamming system in HyperLedger-based wireless sensor networks,"Using new methodologies such as Blockchain in data communications in wireless sensor networks (WSN) has emerged owing to the proliferation of collaborative technologies. However, the WSN is still vulnerable to denial of service cyber attacks, in which jamming attack becomes prevalent in blocking data communications in WSN. The jamming attack launches malicious sensor nodes to block legitimate data communications by intentional interference. This can in turn cause monitoring disruptions, data loss and other safety-critical issues. In order to address the malicious attacks, this paper proposes an adaptive anti-jamming solution based on Hyperledger Fabric-based Blockchain, named as ABAS, to ensure the reliability and adaptivity of data communication in case of jamming attacks. In order to validate the ABAS solution, we applied the algorithm in healthcare WSN and showed that ABAS has significantly reduce the jamming coverage and energy consumption while maintaining high computational performance.",,Wireless Networks,,Springer Nature,,2022-01-20,2022,2022-01-20,2022-02,28,2,691-703,Closed,Article,"Mbarek, Bacem; Ge, Mouzhi; Pitner, Tomáš","Mbarek, Bacem (Faculty of Informatics, Masaryk University, Brno, Czech Republic); Ge, Mouzhi (Deggendorf Institute of Technology, Deggendorf, Germany); Pitner, Tomáš (Faculty of Informatics, Masaryk University, Brno, Czech Republic)","Mbarek, Bacem (Masaryk University)","Mbarek, Bacem (Masaryk University); Ge, Mouzhi (Deggendorf Institute of Technology); Pitner, Tomáš (Masaryk University)",Masaryk University; Deggendorf Institute of Technology,grid.10267.32; grid.449751.a,Brno; Deggendorf,; ,Czechia; Germany,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1144820838,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,,,,,,B11 Computer Science and Informatics,
723,pub.1134010586,10.1109/tii.2020.3046744,,,SynergyChain: Blockchain-Assisted Adaptive Cyber-Physical P2P Energy Trading,"Industrial investments into distributed energy resource technologies are increasing and playing a pivotal role in the global transactive energy, as part of a wider drive to provide a clean and stable source of energy. The management of prosumers, which consume and as well as generate energy, with heterogeneous energy sources is critical for sustainable and efficient energy trading procedures. This article proposes a blockchain-assisted adaptive model, namely SynergyChain, for improving the scalability and decentralization of the prosumer grouping mechanism in the context of peer-to-peer energy trading. Smart contracts are used for storing the transaction information and for the creation of the prosumer groups. SynergyChain integrates a reinforcement learning module to further improve the overall system performance and profitability by creating a self-adaptive grouping technique. The proposed SynergyChain is developed using Python and Solidity and has been tested using Ethereum test nets. The comprehensive analysis using the hourly energy consumption dataset shows a 39.7 improvement in the performance and scalability of the system as compared to the centralized systems. The evaluation results confirm that SynergyChain can reduce the request completion time along with an 18.3 improvement in the overall profitability of the system as compared to its counterparts.","This work was supported in part by Ko University - Tupras Energy Research Center (KUTEM), and in part by the Faculty of Engineering, Al Ain University, under Grant ERF-20, and in part by CTI Zayed University, under Grant R19095.",IEEE Transactions on Industrial Informatics,,Institute of Electrical and Electronics Engineers (IEEE),,2020-12-23,2020,2020-12-23,,17,8,5769-5778,Closed,Article,"Ali, Faizan Safdar; Bouachir, Ouns; zkasap, znur; Aloqaily, Moayad","Ali, Faizan Safdar (Department of Computer Engineering, Ko, University, Istanbul, 34450, Turkey); Bouachir, Ouns (Zayed University, Abu Dhabi, 144534, United Arab Emirates); zkasap, znur (Department of Computer Engineering, Ko, University, Istanbul, 34450, Turkey); Aloqaily, Moayad (Faculty of Engineering, Al Ain University, Al Ain, 64141, United Arab Emirates)","Aloqaily, Moayad (Al Ain University of Science and Technology)","Ali, Faizan Safdar (); Bouachir, Ouns (Zayed University); zkasap, znur (); Aloqaily, Moayad (Al Ain University of Science and Technology)",Al Ain University of Science and Technology; Zayed University,grid.444473.4; grid.444464.2,Al Ain; Abu Dhabi,; ,United Arab Emirates; United Arab Emirates,,,,,,27,27,,13.9,,,https://app.dimensions.ai/details/publication/pub.1134010586,46 Information and Computing Sciences; 4605 Data Management and Data Science,,,,,,B11 Computer Science and Informatics,7 Affordable and Clean Energy
718,pub.1111101343,10.1016/j.inffus.2018.12.007,,,Non-linear adaptive closed-loop control system for improved efficiency in IoT-blockchain management,"IoT network generates a large amount of data. This means that the monitoring and control of these networks and the transfer of packets from the IoT network to the server can cause communications to collapse. On the other hand, due to the large volume of data stored in the databases the monitoring of the IoT network needs very powerful servers to have a high degree of efficiency. This paper presents a novel adaptive closed-loop control system and speed up searches model to improve the monitor and control efficiency in IoT networks, specially those which are based in blockchain. The non linear control model under consideration includes a new way to evaluate the optimal number of blocks that should be at the queue of the miners’ network in order to make the process efficient through the use of queuing theory. Also, a new system to speed up searches is presented by using hashmaps, which makes the monitoring process faster, reliable and efficient. The efficiency of the presented approach is illustrated by a numerical case study.","This work was developed as part of “Virtual-Ledgers-Tecnologías DLT/Blockchain y Cripto-IOT sobre organizaciones virtuales de agentes ligeros y su aplicación en la eficiencia en el transporte de última milla”, ID SA267P18, project cofinanced by Junta Castilla y León, Consejería de Educación, and FEDER funds.",Information Fusion,,Elsevier,,2019-09,2019,,2019-09,49,,227-239,Closed,Article,"Casado-Vara, Roberto; Chamoso, Pablo; De la Prieta, Fernando; Prieto, Javier; Corchado, Juan M.","Casado-Vara, Roberto (IoT Digital Innovation Hub, University of Salamanca. Edificio Multiusos I+D+i, Salamanca, 37007, Spain); Chamoso, Pablo (IoT Digital Innovation Hub, University of Salamanca. Edificio Multiusos I+D+i, Salamanca, 37007, Spain); De la Prieta, Fernando (IoT Digital Innovation Hub, University of Salamanca. Edificio Multiusos I+D+i, Salamanca, 37007, Spain); Prieto, Javier (IoT Digital Innovation Hub, University of Salamanca. Edificio Multiusos I+D+i, Salamanca, 37007, Spain); Corchado, Juan M. (IoT Digital Innovation Hub, University of Salamanca. Edificio Multiusos I+D+i, Salamanca, 37007, Spain)","Casado-Vara, Roberto (University of Salamanca)","Casado-Vara, Roberto (University of Salamanca); Chamoso, Pablo (University of Salamanca); De la Prieta, Fernando (University of Salamanca); Prieto, Javier (University of Salamanca); Corchado, Juan M. (University of Salamanca)",University of Salamanca,grid.11762.33,Salamanca,Castilla y León,Spain,European Commission,cOAlition S; EC & ERC - European Union,Belgium,,,87,30,,31.69,,,https://app.dimensions.ai/details/publication/pub.1111101343,46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software,Bioengineering,,,,,B12 Engineering,"9 Industry, Innovation and Infrastructure"
